Time,ExternalID,Role,Location,LinkTitle,LinkType,URL
9/13/20 5:59 PM,5542,User,St Leonards Court,Photo Albums,Category,NULL
9/13/20 5:59 PM,5542,User,St Leonards Court,Entertainment,Category,NULL
9/13/20 5:56 PM,5542,User,St Leonards Court,Elvis Presley,Internet,https://www.youtube.com/user/ElvisPresleyVEVO/videos?flow=grid&view=0&sort=p
9/13/20 5:56 PM,5542,User,St Leonards Court,My Music,Category,NULL
9/13/20 5:56 PM,5542,User,St Leonards Court,Entertainment,Category,NULL
9/13/20 5:55 PM,NULL,User,Broom Care Home,Comfort Break,Services,LIST
9/13/20 5:55 PM,NULL,User,Broom Care Home,Ask For,Category,NULL
9/13/20 5:55 PM,5542,User,St Leonards Court,Sky Football,Internet,https://www.skysports.com/football
9/13/20 5:55 PM,5542,User,St Leonards Court,My Interests,Category,NULL
9/13/20 5:52 PM,NULL,User,Broom Care Home,Comfort Break,Services,LIST
9/13/20 5:52 PM,NULL,User,Broom Care Home,Ask For,Category,NULL
9/13/20 5:52 PM,5542,User,St Leonards Court,YouTube,Internet,http://www.youtube.com/
9/13/20 5:52 PM,5542,User,St Leonards Court,Videos,Category,NULL
9/13/20 5:52 PM,5542,User,St Leonards Court,Entertainment,Category,NULL
9/13/20 5:52 PM,5542,User,St Leonards Court,Entertainment,Category,NULL
9/13/20 5:40 PM,5542,User,St Leonards Court,Johnny Cash,Internet,https://www.youtube.com/user/JohnnyCashVEVO/videos
9/13/20 5:40 PM,5542,User,St Leonards Court,My Music,Category,NULL
9/13/20 5:39 PM,5542,User,St Leonards Court,YouTube,Internet,http://www.youtube.com/
9/13/20 5:39 PM,5542,User,St Leonards Court,Videos,Category,NULL
9/13/20 5:39 PM,5542,User,St Leonards Court,Entertainment,Category,NULL
9/13/20 5:39 PM,5542,User,St Leonards Court,My Interests,Category,NULL
9/13/20 5:32 PM,5542,User,St Leonards Court,Great Classic Country and Western,Internet,https://www.youtube.com/watch?v=gxRX2nqt4yc
9/13/20 5:32 PM,5542,User,St Leonards Court,Toby Keith ,Internet,www.youtube.com/watch?v=ldQrapQ4d0Y&list=PL87088C949E45DFDE&index=2
9/13/20 5:32 PM,5542,User,St Leonards Court,My Music,Category,NULL
9/13/20 5:32 PM,5542,User,St Leonards Court,Entertainment,Category,NULL
9/13/20 5:32 PM,5542,User,St Leonards Court,Entertainment,Category,NULL
9/13/20 5:20 PM,5542,User,St Leonards Court,Johnny Cash,Internet,https://www.youtube.com/user/JohnnyCashVEVO/videos
9/13/20 5:20 PM,5542,User,St Leonards Court,My Music,Category,NULL
9/13/20 5:20 PM,5542,User,St Leonards Court,Entertainment,Category,NULL
9/13/20 5:18 PM,5542,User,St Leonards Court,YouTube,Internet,http://www.youtube.com/
9/13/20 5:18 PM,5542,User,St Leonards Court,Videos,Category,NULL
9/13/20 5:18 PM,5542,User,St Leonards Court,Entertainment,Category,NULL
9/13/20 5:15 PM,5542,User,St Leonards Court,YouTube,Internet,http://www.youtube.com/
9/13/20 5:15 PM,5542,User,St Leonards Court,Videos,Category,NULL
9/13/20 5:14 PM,5347,User,Broom Court,Smooth Radio,Radio,http://media-ice.musicradio.com/SmoothScotlandMP3
9/13/20 5:14 PM,5347,User,Broom Court,Radio Stations,Category,NULL
9/13/20 5:14 PM,5347,User,Broom Court,Entertainment,Category,NULL
9/13/20 5:14 PM,5341,User,Charleston C@H,YouTube,Internet,http://www.youtube.com/
9/13/20 5:12 PM,5341,User,Charleston C@H,YouTube,Internet,http://www.youtube.com/
9/13/20 4:45 PM,7813,User,Glasgow West C@H,My Music,Category,NULL
9/13/20 4:45 PM,7813,User,Glasgow West C@H,Entertainment,Category,NULL
9/13/20 4:40 PM,8663,User,Responder Service,Jigsaw puzzle games,Internet,https://www.jigsawplanet.com/
9/13/20 4:39 PM,8663,User,Responder Service,Single Player Games,Category,NULL
9/13/20 4:39 PM,8663,User,Responder Service,Play Games,Category,NULL
9/13/20 4:39 PM,8663,User,Responder Service,Entertainment,Category,NULL
9/13/20 4:27 PM,8379,User,Aberdeen C@H,70s Music Playlist,Internet,https://www.youtube.com/results?search_query=70s
9/13/20 4:27 PM,8379,User,Aberdeen C@H,My Music,Category,NULL
9/13/20 4:27 PM,8379,User,Aberdeen C@H,Entertainment,Category,NULL
9/13/20 4:23 PM,6258,User,West Housing,Racing Post,Internet,https://www.racingpost.com/results/
9/13/20 4:23 PM,6258,User,West Housing,My Interests,Category,NULL
9/13/20 4:20 PM,5341,User,Charleston C@H,YouTube,Internet,http://www.youtube.com/
9/13/20 4:17 PM,5537,User,St Leonards Court,Google,Internet,https://www.google.co.uk/
9/13/20 4:13 PM,NULL,User,Broom Care Home,Youtube,Internet,https://www.youtube.com/
9/13/20 4:13 PM,NULL,User,Broom Care Home,Rawhide,Internet,http://www.youtube.com/playlist?list=PLT9c-HDi2SiPBgz8Ehh7XwBWW_59Ru-XW
9/13/20 4:11 PM,NULL,User,Raeden Court,YouTube,Internet,http://www.youtube.com/
9/13/20 4:11 PM,NULL,User,Raeden Court,Videos,Category,NULL
9/13/20 4:11 PM,NULL,User,Raeden Court,Entertainment,Category,NULL
9/13/20 4:07 PM,NULL,User,Broom Care Home,Rawhide,Internet,http://www.youtube.com/playlist?list=PLT9c-HDi2SiPBgz8Ehh7XwBWW_59Ru-XW
9/13/20 4:07 PM,NULL,User,Broom Care Home,Online TV,Category,NULL
9/13/20 4:07 PM,NULL,User,Broom Care Home,Entertainment,Category,NULL
9/13/20 4:07 PM,NULL,User,Broom Care Home,Information,Category,NULL
9/13/20 4:06 PM,NULL,User,Broom Care Home,Online Radio Box,Internet,https://onlineradiobox.com/uk/
9/13/20 4:06 PM,NULL,User,Broom Care Home,Online Radio Box,Internet,https://onlineradiobox.com/uk/
9/13/20 4:06 PM,NULL,User,Broom Care Home,Online Radio Box,Internet,https://onlineradiobox.com/uk/
9/13/20 4:06 PM,NULL,User,Broom Care Home,Radio Stations,Category,NULL
9/13/20 4:06 PM,NULL,User,Broom Care Home,Entertainment,Category,NULL
9/13/20 4:06 PM,NULL,User,Broom Care Home,Entertainment,Category,NULL
9/13/20 4:02 PM,NULL,User,Broom Care Home,Forth 2 ,Radio,http://live-bauer-al.sharp-stream.com/forth2.mp3?direct=true
9/13/20 4:02 PM,NULL,User,Broom Care Home,Radio Stations,Category,NULL
9/13/20 4:02 PM,NULL,User,Broom Care Home,Entertainment,Category,NULL
9/13/20 3:57 PM,5341,User,Charleston C@H,YouTube,Internet,http://www.youtube.com/
9/13/20 3:54 PM,5341,User,Charleston C@H,YouTube,Internet,http://www.youtube.com/
9/13/20 3:54 PM,NULL,User,Belses Gardens,Youtube Music,Internet,https://youtube.com/channel/UC-9-kyTW8ZkZNDHQJ6FgpwQ?gl=GB&hl=en-GB
9/13/20 3:46 PM,5341,User,Charleston C@H,YouTube,Internet,http://www.youtube.com/
9/13/20 3:45 PM,NULL,User,Broom Care Home,Scottish Traditional Music,Internet,https://www.youtube.com/playlist?list=PLmZkNAu7MZFMWxDLD3Qmmlq51hPrtYmwd
9/13/20 3:45 PM,NULL,User,Broom Care Home,Simon & Garfunkel,Internet,https://www.youtube.com/user/SimonGarfunkelVEVO/videos
9/13/20 3:44 PM,NULL,User,Broom Care Home,My Music,Category,NULL
9/13/20 3:44 PM,NULL,User,Broom Care Home,Entertainment,Category,NULL
9/13/20 3:43 PM,5341,User,Charleston C@H,YouTube,Internet,http://www.youtube.com/
9/13/20 3:42 PM,NULL,User,Broom Care Home,How Much is that Doggie in the Window,Internet,http://www.youtube.com/watch?v=2AkLE4X-bbU
9/13/20 3:41 PM,NULL,User,Broom Care Home,Simon & Garfunkel,Internet,https://www.youtube.com/user/SimonGarfunkelVEVO/videos
9/13/20 3:41 PM,NULL,User,Broom Care Home,My Music,Category,NULL
9/13/20 3:40 PM,NULL,User,Broom Care Home,Entertainment,Category,NULL
9/13/20 3:40 PM,NULL,User,Broom Care Home,Play Games,Category,NULL
9/13/20 3:40 PM,NULL,User,Broom Care Home,Entertainment,Category,NULL
9/13/20 3:40 PM,5341,User,Charleston C@H,YouTube,Internet,http://www.youtube.com/
9/13/20 3:40 PM,NULL,User,Broom Care Home,Play Games,Category,NULL
9/13/20 3:40 PM,NULL,User,Broom Care Home,Entertainment,Category,NULL
9/13/20 3:39 PM,NULL,User,Broom Care Home,My Neighbourhood,Category,NULL
9/13/20 3:39 PM,NULL,User,Broom Care Home,Scrabble,Internet,https://funkypotato.com/scrabble-online/
9/13/20 3:39 PM,NULL,User,Broom Care Home,Whist,Internet,https://cardgames.io/whist/
9/13/20 3:38 PM,NULL,User,Broom Care Home,Woody,Internet,http://woodblockpuzzle.com/onlinegame/
9/13/20 3:38 PM,NULL,User,Broom Care Home,Mini Golf,Internet,https://www.ducksters.com/games/minigolf.php
9/13/20 3:37 PM,NULL,User,Broom Care Home,Single Player Games,Category,NULL
9/13/20 3:36 PM,NULL,User,Broom Care Home,Mini Clip Games,Internet,https://www.miniclip.com/games/en/
9/13/20 3:36 PM,NULL,User,Broom Care Home,Multiplayer Games,Category,NULL
9/13/20 3:36 PM,NULL,User,Broom Care Home,Bubble Shooter (Tablet),Internet,https://www.shooter-bubble.com/
9/13/20 3:35 PM,NULL,User,Broom Care Home,Play Games,Category,NULL
9/13/20 3:35 PM,NULL,User,Broom Care Home,Entertainment,Category,NULL
9/13/20 3:35 PM,NULL,User,Broom Care Home,Communication,Category,NULL
9/13/20 3:27 PM,NULL,User,Broom Care Home,Bowling,HTML page,NULL
9/13/20 3:27 PM,NULL,User,Broom Care Home,Play Games,Category,NULL
9/13/20 3:27 PM,NULL,User,Broom Care Home,Entertainment,Category,NULL
9/13/20 3:26 PM,5341,User,Charleston C@H,YouTube,Internet,http://www.youtube.com/
9/13/20 3:25 PM,NULL,User,Broom Care Home,Rangers Football Club,Internet,https://rangers.co.uk/
9/13/20 3:25 PM,NULL,User,Broom Care Home,My Interests,Category,NULL
9/13/20 3:24 PM,NULL,User,Broom Care Home,Youtube,Internet,https://www.youtube.com/
9/13/20 3:24 PM,NULL,User,Broom Care Home,Online TV,Category,NULL
9/13/20 3:24 PM,NULL,User,Broom Care Home,Entertainment,Category,NULL
9/13/20 3:24 PM,5537,User,St Leonards Court,Google,Internet,https://www.google.co.uk/
9/13/20 3:24 PM,NULL,User,Broom Care Home,Entertainment,Category,NULL
9/13/20 3:23 PM,NULL,User,Broom Care Home,Play Games,Category,NULL
9/13/20 3:23 PM,NULL,User,Broom Care Home,Entertainment,Category,NULL
9/13/20 3:23 PM,NULL,User,Broom Care Home,My Interests,Category,NULL
9/13/20 3:22 PM,NULL,User,Belses Gardens,My Music,Category,NULL
9/13/20 3:22 PM,NULL,User,Belses Gardens,Entertainment,Category,NULL
9/13/20 3:22 PM,9537,User,Belses Gardens,eBay,Internet,https://www.ebay.co.uk/
9/13/20 3:22 PM,9537,User,Belses Gardens,Online Retailers,Category,NULL
9/13/20 3:22 PM,9537,User,Belses Gardens,Shopping,Category,NULL
9/13/20 3:22 PM,NULL,User,Broom Care Home,Global Glitch,Internet,http://www.bbc.co.uk/cbeebies/embed/game/gplxtqsfmf?migratedId=gplxtqsfmf&migrationId=gplxtqsfmf&completionPage=cbeebies%2Fembed%2Fgame%2Fgplxtqsfmf&showFullscreen=true&exitGameUrl=https%3A%2F%2Fwww.bbc.co.uk%2Fcbeebies%2Fgames%2Fgo-jetters-global-glitch
9/13/20 3:21 PM,NULL,User,Broom Care Home,Thinking/Puzzle Games,Internet,http://www.y8.com/categories/thinking
9/13/20 3:20 PM,5341,User,Charleston C@H,YouTube,Internet,http://www.youtube.com/
9/13/20 3:20 PM,NULL,User,Broom Care Home,Bridge Cardgame,Internet,https://www.arkadium.com/games/bridge/
9/13/20 3:20 PM,NULL,User,Belses Gardens,Google,Internet,https://www.google.co.uk/
9/13/20 3:19 PM,NULL,User,Broom Care Home,Whist,Internet,https://cardgames.io/whist/
9/13/20 3:19 PM,NULL,User,Broom Care Home,Rummy,Internet,https://www.playrummy-online.com/
9/13/20 3:18 PM,5538,User,St Leonards Court,Communication,Category,NULL
9/13/20 3:18 PM,NULL,User,Broom Care Home,Mini Golf,Internet,https://www.ducksters.com/games/minigolf.php
9/13/20 3:17 PM,NULL,User,Broom Care Home,Solitaire,Internet,http://www.solitr.com/
9/13/20 3:16 PM,NULL,User,Broom Care Home,Jenga - Game,Internet,https://chandlerprall.github.io/Physijs/examples/jenga.html
9/13/20 3:16 PM,NULL,User,Broom Care Home,Klondike Solitaire,Internet,https://www.solitaire-klondike.com/klondike.html
9/13/20 3:15 PM,NULL,User,Belses Gardens,Google,Internet,https://www.google.co.uk/
9/13/20 3:15 PM,NULL,User,Broom Care Home,Mini Golf,Internet,https://www.ducksters.com/games/minigolf.php
9/13/20 3:15 PM,NULL,User,Belses Gardens,Google,Internet,https://www.google.co.uk/
9/13/20 3:14 PM,NULL,User,Broom Care Home,Peter Rabbit Game,Internet,http://www.bbc.co.uk/cbeebies/embed/game/gnkrwjbvsj?migratedId=gnkrwjbvsj&migrationId=gnkrwjbvsj&completionPage=cbeebies%2Fembed%2Fgame%2Fgnkrwjbvsj&showFullscreen=true&exitGameUrl=https%3A%2F%2Fwww.bbc.co.uk%2Fcbeebies%2Fgames%2Fpeter-rabbit-hop-to-it
